t,ax,ay,az,gx,gy,gz,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg,motion_state
41.07658910751343,11.036072552490234,0.4525041137695312,3.0747534820556637,-0.38016624560881124,0.04660531907638667,-0.09068063511719807,0.5342703497197853,-0.3579985846792515,-0.5425131520752499,0.540436570379289,-78.69867387084075,-7.736450850452945,97.05984232864975,fast
41.090917348861694,10.767323416137694,0.5363011718749999,2.972401361083984,-0.3376888262220474,0.23169501483689373,0.060853230908310595,0.5342593769675107,-0.36017750881710897,-0.5428616914418432,0.5386466970375757,-78.94284860250838,-8.069997905148435,97.34948397715614,fast
41.105382442474365,10.644022030639649,0.5787982513427734,2.9382839874267574,-0.3243730207716512,0.3047987867595688,0.13622068975755303,0.5342714253428594,-0.3629050669560919,-0.5426766089584564,0.5369879463535979,-79.18386438694733,-8.358988039358856,97.586262667275,fast
41.119690895080566,10.557232220458983,0.728435855102539,2.8514941772460936,-0.32703618186173045,0.2828277077664151,0.4386226315360505,0.5330206668904349,-0.36670074724561647,-0.5417950421748872,0.536542321640982,-79.42317632982717,-8.583809820602344,97.78125221022712,fast
41.13404393196106,10.766724865722656,1.1923124267578125,2.6198551666259764,-0.2786998080767923,0.18082863801638027,0.5266401055631693,0.5311442993775526,-0.3702713595830463,-0.54087765554796,0.536876350047377,-79.65895465805262,-8.744867377102976,97.94797877369682,fast
41.14835500717163,10.96185230102539,1.6310498809814453,2.6001030029296874,-0.31411985057484615,0.042743735495771776,0.5996107194313405,0.5283510611738146,-0.37371595350545606,-0.5404189957050128,0.5377070311360987,-79.89658116949256,-8.844293547803886,98.10137800552998,fast
41.16271686553955,11.304821688842773,1.7525556152343749,2.9071593658447266,-0.5502090812103706,0.06950850445106811,0.9064068770084687,0.5238128954815747,-0.3793517896920802,-0.5399191693597878,0.5387017363462472,-80.15546108225155,-8.862671092978319,98.24372027059293,fast
41.17703700065613,11.067795724487304,1.5269021087646484,3.1848867584228513,-0.6628607953207224,0.2708434828610585,0.9708553753883863,0.5194803019880151,-0.3863984811507655,-0.5388839193388696,0.5389253669004651,-80.43996830483519,-8.800863560782103,98.35955295296803,fast
41.191312313079834,10.021529598999022,1.0085574493408203,3.3710359375,-0.6870955612404435,0.7583351204000631,0.7158577010132993,0.5179156751400915,-0.39438066615640505,-0.5367905755415722,0.5367337530060518,-80.74342888672314,-8.683166212893974,98.4084004302694,fast
41.205724477767944,9.548674771118163,0.891241567993164,3.3680431854248045,-0.6643255339202659,0.8639294576217049,0.696017150892209,0.5168445223047315,-0.40265744123155195,-0.5342039383644857,0.5341955419322835,-81.06189551929698,-8.515633490423014,98.38705898359717,fast
41.220022201538086,9.807847100830077,1.4221557861328125,2.931101382446289,-0.6245112756235813,0.39987363767539763,0.9721869559334259,0.5130234645824714,-0.4099791371979367,-0.532373056186674,0.5341375861111944,-81.39580555892898,-8.285625389610642,98.343075040552,fast
41.2343008518219,11.27489416809082,2.2780828796386716,1.8459294799804686,-0.6378270810739776,-0.14221280221023133,1.4632738609440374,0.5051746478019847,-0.41710775549095863,-0.5311179609478925,0.5373391918388125,-81.75013422002678,-7.963977779773812,98.32625885104987,fast
41.24859666824341,11.764508407592773,2.941875289916992,1.5879542510986326,-0.6295712816947319,-0.48189899924983814,1.2321114783251597,0.49687437555798264,-0.42199398236659547,-0.5316862041262285,0.5406909598856716,-82.12393146202251,-7.5806153032880665,98.3590184860318,fast
41.26288318634033,14.579491009521483,-0.8972270721435547,2.1499930908203124,-1.118927131996792,0.8411594303015274,0.8893626460319616,0.4934189179618202,-0.4323483193443327,-0.5304339994042316,0.5368914922342773,-82.54723056157849,-7.161966592894996,98.32483477909805,fast
41.27718806266785,13.958794229125976,-3.778050219726562,1.456871710205078,-0.6488791995978064,2.9794114695261475,0.13728595419358472,0.5022759018863316,-0.4462714931188959,-0.5220150584127133,0.5254150279579706,-82.96705655792786,-6.763555836080434,98.0505552612807,fast
41.291491985321045,11.207856521606445,-0.5710170959472656,-3.1669302459716797,2.428270281934249,4.311391488729279,-2.9125661261651588,0.536760483743167,-0.4423369847923053,-0.5065124506437129,0.5095795446439678,-83.11956840292522,-6.620476711615762,97.43227937684703,fast
41.30590319633484,9.175179312133789,1.273116732788086,-4.460397692871093,2.6280073636901924,4.36318997193132,-3.544001620622946,0.5735936052763226,-0.4346982628502858,-0.49106917985650345,0.4907941084162638,-82.99645749979221,-6.743854027054984,96.48110920902195,fast
41.32018566131592,5.843647702026367,-4.978742352294922,-0.19213468322753904,1.3751232288624147,2.122273072684145,1.0600712719060408,0.5816323356029067,-0.4399254505602922,-0.4744554035808909,0.4930126713821112,-82.753693499144,-6.747943002026732,95.46542229772126,fast
41.3344612121582,7.955333566284179,-4.919485861206055,-1.5586252807617187,2.7244137951510607,0.6546049959414767,0.6394249777280251,0.5901441681414318,-0.43282506223732603,-0.4603614345562443,0.502453655456132,-82.30910393898799,-6.695516351554464,94.50807519328103,fast
41.3488130569458,7.896675625610351,-2.270301724243164,-4.375403533935547,4.36318997193132,1.2052135513153592,-0.5508748714828904,0.609381394928055,-0.4165650478023613,-0.44135748183520707,0.5102268610069832,-81.5412212715224,-6.673782137646873,93.5390605089907,fast
41.363054275512695,5.224148022460938,-1.486200680541992,-4.43047017211914,4.3574641755876495,1.510278654183936,-0.20319919117304588,0.6274390717330535,-0.40227475785591127,-0.41972655367795697,0.5180008210344433,-80.48456915628343,-6.637637850200861,92.5438991205827,fast
41.377350091934204,-1.8848352569580078,1.7758990814208984,-1.4796166259765624,4.356398911151618,0.8231830929434926,-1.1701929829808173,0.6462997513270149,-0.3822562211588791,-0.40298026163197376,0.5232434629835322,-79.16675491261121,-6.668082216941518,91.55070237326879,fast
41.391655683517456,3.201047619628906,11.601104144287108,-3.373430139160156,4.281297768411384,-4.363323129985824,-0.2677808476074674,0.6458708036868621,-0.3449150223913268,-0.4075276311490056,0.5457158254290941,-77.67264875874486,-6.863788306061042,90.97667216909774,fast
41.40599489212036,8.82981572265625,6.193201144409179,0.8008604553222656,2.7984496734552633,-4.363323129985824,4.36318997193132,0.6223732368513543,-0.326993712199153,-0.4056297065712568,0.5841157482728075,-76.16298815390425,-6.883369782686392,90.94513047852203,fast
41.42021608352661,12.829329595947264,-2.702455123901367,9.57022258605957,2.3292006893833017,-4.199006090727935,2.341983862615682,0.6056951069207998,-0.30545502608084896,-0.4088605512683564,0.6104618858787867,-74.66058441150395,-6.897821199056842,91.31099366190556,fast
41.434462547302246,14.38436357421875,1.4514847564697264,6.992265948486327,3.929760504520924,-2.7029753483759227,-0.2439455558512582,0.6072564922469795,-0.27555111579178587,-0.403808952751008,0.6262982236027259,-73.01006537487278,-7.04337031005223,91.82185177780353,fast
41.44871258735657,16.047136627197265,10.16398459777832,3.816357446289062,1.6204003652587124,-1.6615462041004367,2.5072330082550986,0.5944467080926202,-0.26796222041586737,-0.3987904214000954,0.644822114592218,-71.42142092269673,-7.077576044019321,92.5076372134315,fast
41.4630229473114,18.51376288757324,12.60247898864746,1.1581950531005858,0.8623315609676573,-1.1805793112321263,2.49618088973127,0.5812393930526272,-0.26561856975089,-0.39505234731889916,0.6599554426210403,-69.94246277932574,-6.993551890948793,93.31894146567053,fast
41.47730207443237,17.029357858276366,6.685808135986328,3.3117794464111325,-1.8812569940319739,0.7352987769708776,3.131344809715168,0.5649558529976049,-0.2853112102480064,-0.3948917455215776,0.6659451229564552,-68.77148714547528,-6.673712563699105,94.13654374051279,fast
41.49158978462219,15.203779092407226,4.110245700073242,3.8007951354980465,-1.5153386602550865,2.083524078823492,1.43344645673515,0.5609736881811412,-0.3050095830085071,-0.39079142032007547,0.6629930174938817,-67.83596682662115,-6.201235882948509,94.78703306425062,fast
41.50594639778137,12.062586514282225,3.784634274291992,3.3075895935058592,-1.0231864908084434,3.3545177090638085,-0.2320944890004056,0.5692414373203071,-0.32404678116544133,-0.3826338717378177,0.6515743931837369,-67.07078342146438,-5.657552521525921,95.12427456921374,fast
41.52024865150452,6.535571981811523,2.5192986968994138,1.9704279663085937,-1.335708444729242,3.961052647329355,-0.19347865319425667,0.5777980723783233,-0.3469793309622763,-0.37309733939481704,0.6376151713826874,-66.4896884101798,-5.026887072891186,95.13692603573966,fast
41.53448247909546,4.316745593261719,1.0684124908447266,2.262520568847656,-1.4102769552514607,3.418699891334718,0.5833654367818571,0.5807139872205627,-0.3694338409724223,-0.3639317668916796,0.6275695748184893,-66.08564698677034,-4.289160499024208,94.92488651394544,fast
41.54879117012024,1.3628992950439451,1.1569979522705078,4.860229370117187,-0.8691226217473594,1.5329155234496095,0.723714026229033,0.5792331411439794,-0.38156587657951446,-0.3593960078681997,0.6242843579323342,-65.794378097686,-3.515901215629217,94.64937873692253,fast
41.563116788864136,3.6385879730224606,4.376600634765625,2.996343377685547,-0.16311861676735334,0.5731122665850521,1.4309164536995747,0.5739560515954795,-0.38825738381258246,-0.3537828920765436,0.628226328663399,-65.54255013582683,-2.695593955570231,94.41250616407737,fast
41.577449321746826,5.330091445922851,5.623979699707031,2.7724855224609373,-0.8072041264030171,-0.19494339179380024,0.6022738805214197,0.5686173737573869,-0.39200754968344403,-0.356536129318998,0.6291950029542998,-65.37710858556899,-1.9221386033598205,94.23598306548651,fast
41.59171152114868,7.9481509613037105,4.007295028686523,3.63260246887207,-1.1065434329279236,-0.60094229997638,1.5751266267273654,0.5570219099512519,-0.3975236936109091,-0.3595520528939614,0.6343688407479812,-65.30719950711189,-1.1341412515150298,94.17787792906785,fast
41.60605454444885,8.813056311035156,4.177881896972656,3.475183709716797,0.02370213370170522,-0.1727059966916386,-1.3755227030259265,0.5630293974905661,-0.39283689344743755,-0.364102137006538,0.6293700870991957,-65.24401502705722,-0.5361195705689608,94.09006649670746,fast
41.62033534049988,10.76373211364746,5.3013610260009765,2.6593594940185543,0.37111149790254183,0.5748433212936036,-2.329333847437806,0.5761009062547645,-0.38757810490122396,-0.3666896418401894,0.6192169773033752,-65.16424095243632,-0.15293581643649978,93.88645875359414,fast
41.634634494781494,10.905588562011719,3.0352491546630858,5.100248086547851,-0.3764378200827003,0.611728102391201,-0.13582121559404114,0.577422722486627,-0.3912166892569943,-0.36628484020971275,0.6159285002623871,-65.12445279645672,0.2001437920940849,93.65317283957285,fast
41.648902893066406,12.477381951904297,5.333682748413086,2.1308394775390624,1.3937653564929693,1.786315301170649,-3.7043239182457164,0.602128023414869,-0.38321978695607406,-0.36307951706598157,0.5989638574997476,-64.98414182070437,0.30520973083990033,93.17992906881376,fast
41.663187980651855,12.258911050415039,6.490680700683593,0.7344213592529296,1.0307764999151692,2.194844212388804,-3.245194946316056,0.6244135840025592,-0.3793678235026941,-0.3580912274115988,0.581341898932773,-64.77466528431009,0.2396852213535764,92.47417292459595,fast
41.677507162094116,9.744999307250977,3.5787329315185543,2.1128829650878904,0.03302319751698255,2.55969728172966,-2.631868947270807,0.6419594120457102,-0.3827363697690589,-0.353666017817106,0.5624245126088646,-64.57787296460312,0.0807278152030247,91.55352588986074,fast
41.69179630279541,8.301894256591796,2.626439221191406,2.4193407775878906,0.20426445560907758,2.6312031569982874,-3.000450442137774,0.6611168182083506,-0.3843687342828465,-0.34896604801303543,0.5416714189635937,-64.37211495114855,-0.1853292076447519,90.4205446705461,fast
